29848 0.557021 53802.267159
32086 0.569258 53774.276077
50402 0.643297 53755.283527
62892 0.530777 53446.123625
91437 0.674734 52623.375598
104455 0.558515 52751.169883
105039 0.608458 53319.439912
108513 0.473810 54559.178880
136668 0.532923 53329.457657
142794 0.470785 54125.308259
158779 0.609207 53330.435581
162255 0.512744 53355.442298
172382 0.458309 53008.297372
186102 0.647424 52949.373195
215632 0.572164 53742.374272
237645 0.707322 53107.171624
262052 0.596997 54098.290199
263541 0.558218 54080.336816
283977 0.523199 53134.171923
292731 0.542060 53294.454572
301424 0.588731 54570.197898
303860 0.492144 54139.241388
309626 0.595811 53774.314023
339256 0.587304 52949.463301
355767 0.521371 53860.180754
386501 0.457600 54110.278736
389206 0.555346 54037.423876
393084 0.530031 53089.141715
418785 0.700121 53824.193240
420327 0.535227 52675.235622
437483 0.699237 52623.371718
439441 0.709250 54533.267173
454639 0.631880 52935.426181
469273 0.601850 54537.227025
514883 0.557726 54052.413795
522995 0.629718 54051.414469
539382 0.582210 52750.165961
603606 0.546611 54055.449952
607523 0.655545 54154.268062
608335 0.599403 53083.227901
609637 0.520870 54474.271938
655961 0.584873 53109.176779
662873 0.533710 53829.183737
664583 0.602993 53702.407358
670864 0.600802 53001.319356
675936 0.536754 52649.271925
693239 0.530412 53107.229700
729823 0.589935 52649.359911
740663 0.560646 54453.359054
771232 0.540930 53773.301076
779088 0.621517 53726.359294
798477 0.651629 54436.441203
803829 0.595281 53360.367999
810169 0.465185 53045.279799
813450 0.589385 52653.315927
836895 0.473398 53104.224543
856862 0.625858 54084.398803
859687 0.628534 52701.320511
864702 0.652459 52676.282209
869112 0.635690 52677.380724
872620 0.549249 54110.410898
877826 0.472572 53085.278427
880588 0.600140 54206.234155
883073 0.725513 53002.493126
885361 0.580551 52639.351127
895953 0.658155 54201.221058
899832 0.589464 53107.235885
906458 0.556906 53843.259092
908040 0.557438 52711.244427
914746 0.596602 52647.477544
924301 0.507501 52640.469401
931943 0.532902 54209.244940
932617 0.470370 54109.391885
934262 0.670706 52650.449623
940906 0.576617 54614.186294
960084 0.552251 54124.361455
966279 0.517286 54585.236166
967924 0.643333 53045.366716
968962 0.579335 53904.209738
969277 0.691655 52653.414937
970326 0.592231 54098.348304
976746 0.620672 52988.433393
980313 0.479027 54080.387116
999528 0.658400 52613.464389
1004849 0.458465 54144.400343
1005497 0.653605 53376.503622
1034627 0.620327 52662.433636
1041411 0.671620 53831.254337
1051858 0.632085 54066.461962
1058132 0.632857 53880.181810
1058843 0.531580 53114.247337
1059786 0.463514 54474.425360
1072104 0.644975 52973.484003
1083271 0.599225 53759.433651
1088506 0.573877 52756.208676
1092244 0.649495 54060.462388
1102647 0.621545 54209.285409
1107333 0.708409 52994.520861
1109778 0.691358 53353.475380
1111522 0.523948 54208.211331
1112498 0.492931 52973.495731
1114091 0.622441 53433.381032
1117792 0.572388 54495.510460
1127427 0.619896 54148.321325
1129060 0.640350 54570.176247
1131911 0.540386 52648.431027
1132871 0.556641 54496.501094
1136763 0.510299 53052.359496
1145534 0.536987 53148.183023
1147942 0.576317 53032.400135
1148376 0.519654 53081.346638
1152390 0.488855 53140.200842
1157809 0.592860 52768.187396
1166831 0.574377 52962.459880
1167251 0.643978 52733.272860
1173922 0.507519 54587.237360
1176456 0.623611 53003.369220
1177765 0.509531 54613.201580
1179977 0.689495 54539.209361
1194308 0.715312 53078.330028
1210506 0.573135 53360.423025
1212611 0.630895 54156.281601
1223684 0.493620 54123.361506
1226099 0.616745 53165.160423
1226545 0.529558 54055.491263
1236887 0.556602 52667.459435
1240665 0.632530 53832.233977
1244554 0.536875 54180.262861
1249142 0.565640 53831.275618
1253935 0.524423 52758.224007
1265213 0.583087 53892.157276
1267506 0.560037 52652.386476
1271119 0.565269 53153.187185
1317052 0.522472 54571.277867
1322116 0.602022 53096.195251
1323886 0.638256 53038.353003
1327836 0.585006 53522.160742
1327845 0.603857 54448.470748
1332201 0.580714 53880.189111
1348385 0.658942 53725.383200
1359290 0.704371 52979.481771
1372405 0.589180 53831.228366
1390653 0.521869 52707.315863
1403290 0.534727 54077.399742
1414515 0.530802 53443.299286
1421322 0.600947 52708.362331
1422988 0.517958 54148.398009
1426563 0.556736 54158.292937
1432268 0.607145 53028.366688
1434107 0.511941 53853.288556
1435297 0.807290 54091.378925
1448299 0.606916 54156.337359
1451910 0.520498 54091.361473
1457871 0.515447 52725.331529
1462142 0.549967 54067.487212
1462162 0.508998 52794.226392
1463563 0.597485 52671.391561
1469499 0.495965 52728.288837
1478037 0.706120 53002.463479
1478767 0.578183 53148.267820
1480148 0.513201 52761.181073
1484275 0.562608 52703.402311
1487893 0.581549 54476.472132
1489696 0.538673 54208.255679
1491155 0.536247 54169.271549
1491942 0.479457 53788.302891
1492129 0.627677 53051.348368
1495560 0.499448 53813.347147
1499034 0.639108 53788.342634
1503549 0.540178 52761.229907
1508774 0.470446 53502.141614
1515928 0.597815 53051.318240
1519279 0.669068 53089.298572
1524145 0.463768 53844.282627
1531005 0.495854 53500.213772
1537926 0.487441 54613.173050
1539000 0.500289 53741.443799
1547241 0.592640 53437.330373
1551446 0.487272 52977.476758
1554511 0.678444 53443.356814
1554576 0.619999 52677.364450
1584721 0.676203 52705.358030
1586584 0.504490 53831.248808
1588548 0.514057 53141.228329
1593736 0.592626 53331.469680
1615764 0.488189 52650.396558
1619501 0.608280 53491.215870
1627564 0.584911 54585.186158
1634230 0.600538 53108.171497
1634758 0.479112 52801.178814
1637658 0.664598 52653.372788
1647413 0.486939 53480.266402
1648028 0.610906 52621.481301
1650268 0.590899 53094.219173
1656623 0.523766 53155.194221
1679845 0.683384 52737.241163
1684856 0.521782 54176.311901
1686268 0.734196 54205.265441
1687512 0.515616 53084.323978
1691290 0.515506 53125.236006
1710162 0.600987 52662.387983
1711847 0.726954 53488.263652
1730779 0.559131 53000.447224
1736308 0.555847 53026.360056
1741598 0.557122 54148.348386
1743480 0.590049 54153.363005
1759845 0.569942 53799.280049
1765143 0.530180 52648.379459
1768446 0.612798 53443.265076
1780485 0.586424 54505.425932
1784249 0.660923 53091.287982
1784750 0.590825 53527.190147
1785366 0.455151 53464.347305
1786397 0.547971 53353.460151
1788821 0.571802 52643.474604
1790596 0.534498 53403.365895
1796376 0.658305 52793.195136
1804305 0.551212 54179.377770
1804606 0.499794 53884.200094
1817613 0.610827 54064.481659
1818091 0.494995 53410.512837
1820759 0.648209 53901.192118
1828651 0.535169 53887.198390
1844071 0.594898 54068.475868
1852714 0.454984 53149.204388
1853844 0.512548 53137.226391
1857382 0.566425 52710.274408
1863652 0.635622 53006.396686
1867745 0.558987 53078.329446
1869056 0.534685 53853.204383
1871314 0.675872 53539.182153
1871916 0.600460 52649.429082
1871919 0.575391 52797.155799
1875961 0.469943 53137.218178
1876491 0.760128 53528.185500
1878259 0.580909 53714.453665
1879499 0.553537 53740.477604
1882354 0.695061 53844.222995
1885158 0.667418 53812.319326
1890167 0.651278 53035.402197
1892465 0.554025 53355.510884
1928593 0.522094 53111.211024
1931332 0.702157 52758.195516
1931336 0.565392 53080.271822
1932600 0.581849 53789.322032
1932680 0.571219 52758.223890
1935242 0.601591 54527.350057
1936459 0.649247 53885.213209
1942597 0.484583 53538.217370
1950085 0.568358 53474.289185
1956049 0.591914 52681.328569
1968997 0.507692 52620.462133
1978709 0.593213 53827.260993
2019524 0.455118 53849.250686
2019603 0.506700 53464.343943
2021527 0.526391 54454.444767
2023155 0.608578 53792.351019
2029707 0.647395 52788.193457
2041979 0.653693 54587.240673
2044369 0.534950 52721.288758
2050107 0.686446 52721.261801
2075949 0.477805 52755.193502
2079147 0.617457 53115.245490
2084890 0.603590 54524.376715
2086204 0.542403 53441.277301
2090716 0.703081 54485.414647
2095105 0.529833 52979.397812
2097529 0.516400 52993.405032
2101707 0.591527 53823.319410
2104700 0.566643 53794.389464
2106779 0.532749 53851.230239
2117028 0.591242 52994.512427
2118419 0.467909 53826.302567
2119424 0.576360 54154.346219
2119778 0.584822 53882.129398
2121670 0.550421 52793.221173
2123240 0.657880 53353.512926
2125638 0.606319 53346.483398
2137184 0.587311 52641.482608
2139149 0.560786 53881.204192
2140224 0.589612 53000.389078
2144595 0.557808 53789.418572
2144933 0.496464 53438.459945
2145400 0.564735 54559.206777
2145643 0.619938 53033.329459
2146807 0.661185 53441.315545
2153793 0.529426 54144.348996
2154370 0.619861 52761.248002
2155393 0.562951 53813.338662
2163379 0.547665 53739.421844
2169784 0.483261 54533.297852
2182731 0.579407 52974.467976
2193140 0.500151 54155.312630
2197514 0.629612 53883.143219
2197735 0.698711 52706.361728
2201336 0.550571 53078.317619
2204856 0.493723 53165.191958
2206731 0.526285 53823.275706
2209936 0.506970 53034.377885
2224033 0.611205 54201.250780
2224955 0.597802 53121.189739
2225686 0.520099 53443.403024
2227132 0.642660 52787.160197
2229607 0.575179 52739.308985
2230438 0.465879 52620.458739
2230712 0.455844 53359.473135
2240118 0.538082 53381.410634
2241015 0.647406 53848.280917
2242157 0.601388 54173.312223
2243683 0.579781 53033.311982
2248787 0.563529 54611.176303
2248829 0.531306 53351.479204
2264042 0.655375 54506.328733
2273383 0.513533 53341.480509
2276533 0.586230 53903.171834
2280940 0.562372 54210.224495
2284940 0.517544 52751.209801
2285108 0.626036 53164.149644
2286734 0.598748 52650.412261
2301515 0.565974 54481.436024
2313352 0.753475 53697.518495
2314965 0.576944 52809.196492
2321260 0.569575 54125.318871
2327858 0.559060 53489.243986
2333087 0.551458 53465.315304
2334384 0.555340 54185.271446
2340795 0.598236 53825.262503
2341370 0.579898 53465.277066
2357763 0.521419 54555.181107
2383627 0.620330 53452.285016
2390130 0.502909 52979.505482
2395055 0.447867 53086.313935
2396101 0.558452 54185.280119
2397296 0.488816 54112.436296
2404549 0.534620 52738.295615
2414841 0.559610 52794.167189
2419376 0.595672 53523.187373
2429661 0.477180 53848.261352
2432843 0.523661 52647.482276
2432947 0.617692 53850.223124
2436939 0.630501 52703.343044
2444108 0.552613 53732.521186
2453514 0.589289 53080.314907
2455568 0.594119 54208.219014
2458783 0.535196 54538.334032
2462460 0.682171 52730.192724
2464031 0.592292 52725.304175
2475488 0.553696 53844.276709
2479330 0.530712 53089.305769
2486854 0.461417 52614.489746
2495418 0.543768 54205.158288
2511724 0.652089 52665.393590
2512872 0.544140 53813.314214
2521294 0.462154 53703.501704
2532058 0.632489 53500.195585
2562782 0.579724 53825.287940
2564971 0.587273 54523.399784
2565234 0.512142 53815.281821
2566499 0.570940 53089.255404
2568913 0.538258 54535.326703
2574370 0.546515 53495.281784
2583141 0.677392 52712.281037
2587263 0.679634 54217.203525
2590360 0.668894 52623.457201
2593243 0.659464 53035.379193
2606813 0.501854 52812.187765
2612592 0.571562 53773.388996
2623858 0.596489 52695.331832
2631092 0.526734 53340.464381
2638821 0.499569 53193.204584
2641261 0.556889 54072.515256
2642429 0.472887 53045.375320
2653982 0.607085 52996.459954
2657618 0.469871 53522.191465
2660232 0.614341 53146.232678
2667036 0.559866 53792.395561
2669011 0.591152 53467.251648
2672050 0.556546 53905.189865
2681141 0.785520 52654.251253
2681658 0.533570 53429.273828
2682286 0.607867 53489.227731
2686501 0.440503 52752.106086
2686769 0.594436 53488.283876
2697848 0.862494 53831.256270
2700889 0.568141 54078.449509
2714034 0.610868 54508.366244
2719024 0.462635 53027.360364
2719627 0.485233 53791.375861
2723487 0.467603 53138.221173
2730508 0.608122 53825.303358
2732667 0.640360 52666.370387
2732738 0.556761 52643.468535
2733495 0.546713 53166.193128
2733709 0.542667 53172.154951
2734326 0.674796 54495.455142
2742032 0.629680 53732.510298
2742544 0.607031 53817.279065
2744607 0.528571 53139.200797
2751585 0.521188 53790.349882
2762596 0.543946 53091.336030
2765760 0.551350 53502.281358
2766464 0.570562 53451.273790
2768994 0.577044 52993.478191
2774834 0.630036 53410.519899
2779320 0.561752 53848.270341
2780833 0.582853 52646.453051
2782227 0.578752 53844.265545
2783087 0.610186 53052.394294
2792252 0.539199 53034.341603
2805918 0.461068 52672.465261
2814584 0.643768 54056.463072
